lemma,ilis
party,['i80527']
architecture,['i50129']
artisan,['i89293']
sculpture,['i58585']
sun,['i97951']
literature,['i69925']
espresso,['i78910']
sunset,['i75284']
warmth,['i76412']
philosophy,['i68068']
family,['i80348']
sea,['i98149']
pizza,['i78596']
leisure,['i116748']
romance,['i110153']
design,['i67858']
history,['i116663']
music,['i66962']
church,['i79691']
opera,['i73576']
